-aik,dollar
elnma'sit,stick_into
elnma'toq,stick_it_into
elnmik,penetrate_into
elnmit,stick_into
elnmta'tl,hammer_in
elnmte'k,drive_in
elnmtesink,stick_into_(unassisted)
elnmtesk,sticks_into_(unassisted)
elnmtesmatl,throw_to_penetrate_into
elnmtestoq,throw_to_penetrate_into
elo'lajik,take_in_groups
eloqomkiatk,fit_handle_on
eloqomkwalatl,trim_to_fit
eloqomkwatoq,trim_to_fit
eloqosink,lying_stretched_out
eloqosk,laid_out_(pipe)
eloqsatl,carve
eloqsɨk,carve
eloqtesmatl,fell_(tree)_toward
eloqtestoq,fell_(pipe)_towards
eloqtnema't,have_bad_breath
eloqwa'latl,lay_down
eloqwa'toq,lay_down
eloweka'tekey,porcupine quillwork
elpaniksɨk,drifted_up_against
elpaqnto'ket,
elpilatl,to_send_by_rope_or cable
elpilk,send_toward_by_rope_or_cable
elpisi,reins
elpiso'tulatl,wrap
elpualatl,want_there
elpuatk,want_there
elqamkuk,over_hill
elqamkwejat,brace_to_keep_balance
elqun,
elqunatek,bottom
elqunatekewei,foundation
elqunepukua'si,sole
el-sapoqiknei,stall
elsapu'sasik,tea is black
elsaqasɨk,wall
elsaqasɨkiktuk,wall
elsaqtek,layered
elsekuniknji'j,brick
Elsipuktuk,Big_Cove
elsita'sit,instep
elsita'sit,instep
elskekunik,unripe
elsma'latl,lay_down
elsma'sit,lie_down
elsumatl,
elsumukwat,flee_toward
elt,some
elt,too
eltaqa'latl,laying something long along a path
eltaqa'muatl,
eltaqanewet,spin_(thread)
eltaqa'q,spray
eltaqa'toq,string_toward
eltaqayaq,something long lying along a path
eltaqayet,something long lying along a path
eltaqo'taqn,harness
eltaqsawet,cut_strips(for_basket_making)
eltaqte'ket,weave
elteja'latl,take_by_vehicle_toward
elteja'toq,take_by_vehicle_toward
eltek,leads_to
elteskuatl,chase_toward
eltnualatl,knit
eltnuatk,knit
eltnuet,knit
eltoq,make
eltukwi'k,run_toward
eluatl,resemble
elue'wa'latl,fool
elue'wiaq,crazy
elue'wiey,crazy
elue'wipnnatl,incites_to_wickedness
elue'wit,quick·tempered
elui'tmasi,prove
elui'tmasit,take_oath
elui'tmasuti,oath
elu'jink,bent(at_waist)_gaping_toward
elukkwalatl,follow_to
elukkwatk,follow_to
elukkwey,
elukowatl,work_for
eluktoq,carry_toward_on_back
eluktulatl,carry_on_back
elukwalatl,repair
elu'kwalatl,point_at
elukwatk,repair
elu'kwatk,point_at
elukwa'tl,work
elukwek,operating
elu'kwek,point_toward
elukwet,operates
elu'kwet,point_toward
elukwetoq,use_it_to_work
elu'kwit,something_gets_stuck_in_throat
elulatl,give_a_task
eluskatikno'q,spitoon
elusknawet,knead_dough
elu'sknawey,bread making
eluskwatamit,spit
elutmakwen,gossip
elutmakwet,words attributed to someone else  saying them
elutuatl,mimic
emeko'teket,treat_badly
emeko'tk,treat_badly
emekwatalk,eat_disgusting_food  ɨ
emekwe'k,careless
emekweywatl,treat_badly
emekwi-,carelessly
emisqapit,topless
emisqa'sit,strip_self_nude
emisqatek,
emisqatesink,strip_dance
emisqe'k,naked
emisqo'tlatl,undress
emittukwalatl,keep_company
emittukwatk,
emittukwet,visit
emkoqja'ji't,toad
empisqa'wik,circle
emqatua'tl,lend
emqatu'atl,give_a_loan
emqatui'ketoq,loan
emqatui'ketoqol,use_to_lend_out
emqatuwi'ket,gives_loan_or_credit
emteskapewit,proud
emteskatalk,eat_fussily
emteskemk,proud
emteskeneyatimk,parade
emtesket,conceited
emteskite'lmatl,think_superior_over
emtoqwalatl,worship
emtoqwatk,worship
emunsik,
enaqan,spruce bough (used_as_floor_covering_in_wigwam)
enaqa'sit,halt
enaqa'toq,bring_to_halt
enaqet,spread_spruce_boughs
enaqsit,
e'natl,lose
e'nɨk,lose
enkalatl,measure
enkaqn,measurement
enkatk,scale
enkejit,inchworm
enkemkewei,measuring_instrument
enket,scale
enkewatl,to_scale(pertaining_to_pulpwood_or_logs)
enmapejit,carrot
enmiktaqamu'k,Nova_Scotian_mainland
enminqwe'set,
enmisa'tkwatpɨtesink,run_with_hair_bobbing_up_and_down
enm'kate'pit,trot_onward
enmoqowet,carry_(pertaining_to_voice)
ennmtestuatl,
enqa'latl,halt
enqa'latl,strain
enqanapit,beneath_surface
enqanatek,beneath_surface
enqank,strain
enqapit,standstill
enqa'sɨk,stop
enqa'sit,come_to_a_stop
enqatek,at_a_standstill
enqa'toq,brings_it_to_a_stop
enski'k/l,weed
entamk,miscarriage
entat,miscarriage
entoq,lose
entu,lose it
e'nusi,lose myself
epa'latl,seat
epaqamkiaq,skin
epaqamkiet,skin is dirty and rough
epaqasit,feverish
epaqasm,warm it up
epaqjetesink,sits on buttocks
epaqta'sit,aura
epa'sit,sit_down
epaskism,warm up the wood
epa'sualatl,sit_on
epa'suatk,sit_on
epatkupukuik,standing_in_contact_with
epatkupukuit,standing_in_contact with
epatkuteskaq,hit him into the wall
epatkwa'latl,
epatkwatalulti'tij,stall
epatkwa'toq,
epatkwiksma'latl,push_him/her_against_something
epatkwiksma'toq,push_it(sofa)_against_something
epatkwisma'sit,lies down aginst it
epatuepit,set_against_something
epatuetek,set_against_something
Epekwitk,Prince_Edward_Island
epetoqsit,groan
epikwomkik,warm
epipnalsik,bake house
epipnatk,make_bread
epipnet,bakes_bread
epipno'q,pan
epipnu'jaqama'sik,reflects
epistamit,"using_a_piece_of_food_dipped_in _milk,_syrup,_or_broth_and_eating_it"
epistamit,"sop_up_(e.g.,_gravy,_molasses)_with_bread"
epit,sitting
e'pit,woman
e'pite'ji'j,young_girl
e'pite's,young_woman
e'pite'su'et,becomes_a_young_woman
e'pite'su'qamiksit,act_like_young_(unmarried)_woman
e'pitewe'ket,go_to_seek_a_woman
e'pitewe'sm,womanizer
e'pitewit,is_a_woman
e'pitewqamiksit,act_like_a_woman
epitk,sit_on
epjestaqn,wedge
epkana'taqn,foundation
epkekn,hide_(of_skin)
epkenatl,fertilize
epkenikn,fertilizer
epkenk,fertilize
epkwe'ji'jk,cinnamon
epmapejit,sunfish
epmapskun,loin
epmeji,waist
epmekwete'k,box
epmepikan,ribs
epme'tkwaj,temple
epme'tkweta'tl,slap_on_the_side_of_the_head
epmunsik,shower
epoqek,slightly_warm
eppaqsit,container_containing_warm_liquid
eppetek,hot water
epqwalatl,shelter
epqwamk,coconut
epqwanem,den
epqwa'sɨk,temporary_shelter
epqwatk,shelter
epsaqtejk,stove
epsatl,heat
epsewek,radiates_heat
epsewet,radiate_heat
epsɨk,heat
epsimkewei,fever
epsimkeweia'sit,becomes_feverish
epsit,feeling_of_hot_body_temperature
epskuninet,have_dry_tuberculosis
epsm,warm
epsmat,keep_own_space_hot
epsmusi,Mountain ash
eptaqnji'juo'kuom,china_cabinet
eptaqn/k,dish
eptek,hot
eptekwat,have_freckles
eptekwati,freckle
eptoqalatl,leave_in_care_of_somebody
epukjik,soon
epuktaqnat,have_heartburn
epune'k,below
epustuey,warm
e's,clam
esamqwat,drink
esamqwatk,drink_it
esamuqo'tlatl,give_a_drink_to
esatayik,Shediac
esa'tl,send_away
ese'k,banish
e'se'ket,dig_for_clams
esetekja'latl,move_backward
esetekjapekit,crawl_backwards
esetekja'sɨk,moves_backwards
esetekja'sit,move_backwards
esetekja'toq,move_it_backwards
esetekjipija'sit,enter_backwards
esetekjipsa'toq,skin_it_inside_out
esetekjipsqa'latl,skin_inside_out
esetiksma'latl,push_backwards
esetiksma'toq,push_backwards
esiamkek,Campbellton
esinteskɨk,pack_down
esinteskuaji,pack_down
esipulatl,sharpen
esiputoq,sharpen
eskik,green
Eskikewa'ki,Third district
eskikloqon,green_twig
eskipa'tl,wait
eskɨpatl,eat_raw
eskipetm,hope
eskipetoq,wait
Eskɨsoqonik,Eskasoni
eskit,green(of foliage)
eskɨtamit,eat_raw_food
eskɨtk,eat_raw
eskɨtmm'kewei,cucumber
eskmalatl,wait_for
eskmalk,guard
eskmat,await
eskmatk,wait_for
eskmoqon,slime
esknu,
esknuapi,looking out
eskoqsit,undercooked
eskoqtek,undercooked
eskutesmatl,he/she_broke_all_but_one
eskwiaq,leftover
eskwiet,leftover
eskwit,sneeze
eskwiteka'tasikewei,eels baked with lu'sknikn on top
esma'tek,neat_and_tidy
esmatl,feed
esniey,constipated
esnoqney,firewood
espaqamikek,hill
espe'k,important
espi-ji'nmuit,famous man
espipimkewei,altitude
espɨpit,sit_(or_set)_up_high
espɨpukuik,stand_tall
espɨpukuit,stand_on_higher_plane
Espise'k,Falling Rocks
espi'sit,use_high·sounding_language
espɨtek,sit_(or_set)_high_up
espite'tasit,famed
espulqek,deep_hole
esqapantiej,beginner
esqutat,stuck on
essa't,send him away
essatl,dye
essawia'latl,dye
essawiaqan,dye
essawiaqn,dye
essawia'tm,dye
essawiet,dye_runs
essɨk,dye
essit,ripe
essoqiteskag,I check him
esso't,
eta,
etamatl,ask_for_something_of_him/her
etaqkatijik,stand_next_in_line_(of_succession)
etawaqtmat,beg
etawaqtmuatl,ask_for_a_favor
etawet,beg_favor
etek,be_at
etekjikjenaw,push someone away
etekjiksma'latl,push_backwards
etekjiksma'toq,push_backwards
etepna'tl,catch_up_with
etepne'k,catch_up_with
eti'w,medium(in_size)
etkulmi's,runt
etlanqatesk,shimmer_(heat)
etlapekuna't,chew the cud
etlapenatl,
etlapensit,feeling one's body
etlapu'tek,brew
etla'qnetamit,gnaw
etlaqqisewet,hollering
etlatalk,eat
etlelmit,laugh
etlewistoq,talk
etli-apsoqsi,small of my back
etliatl,making
etlikmiet,boiling
etlikpɨta't,smoking
etliktukunit,spend_the_night
etliktukuni'timk,inn
etliku'niet,bleed_profusely
etli-lua't,bellows
etlinisiku'niet,bleed_down
etlintoq,sing
etlintuatk,singing_it
etlipkutaq,smoke
etlipkuta'q,smoke
etli-pskwetamultijik,grazing
etlipulatl,rub
etli-putoq,rub
etli-squte'k,chew
etlite'lmatl,expect
etlite'tk,expect
etlitoq,create
etli·,where
etli·piasatl,dry
etli·piasit,dry
etli·piask,dry
etli·piatek,drying_up
etloqsatl,cook
etloqsɨk,cook
etloqsit,cooking
etloqtek,cooking
etlseknatl,construct_or_build_with_brick_or_cement_blocks
etlseknk,construct_or_build_with_brick_or_cement_blocks
etl-taqtesk,palpitate
etlta'tl,beat
etlte'k,beat_on
etltemit,cry
etltesink,where_one_got_struck
etltesk,beat_or_move_rythmically
etltoqsit,
e'tmapit,sit_(set)_forefront
e'tmapukuit,stand_at_the_forefront
e'tmatek,is_(set)_at_forefront
e'tmatijik,aruing
etnesink,nest_(as_bird)
etoqatk,leave_in_care_of_somebody
eto'qmaq,get ahead of him
etoqtalatl,roast
etoqtasit,roast
etoqtatk,roast
etoqteskawet,cut in the line
etoqtet,roast
ettek,ripe
etuaptmumk,seeing with both sides
etuikk,two edged
etui-ptina'teket,ambi-dexterous
etui-tetpoqa'tasik,joint
etui-tetpoqa'tasit,joint
etuiw,both sides
etuk,perhaps
etuk jel,maybe
etu'kutewei,scapular
etu'kwesmit,rest_head_on
etulkomit,hold_or_carry_something_under_arm
etupkwiet,recovers
etupkwiey,heal
e'watl,use
ewayatpat,silly
ewayatpeta'tl,knock_senseless_or_silly
ewe'ka'latl,loosen
eweka'tl,make_use
ewe'ka'toq,loosen
ewe'ke'k,roomy
eweketoq,make_use
ewe'kɨpit,loose
ewe'kiska'latl,exercise
ewe'kiskalsit,stretch
ewe'kiska'toq,break_in
ewe'kɨtek,loose
e'wɨk,use
ewi'kat,build_house
ewi'kɨk,write
ewi'kikek,write
ewi'kikemkewei,pen
ewi'kiket,write
ewi'kmuatl,write_a_letter_to
ewipk,calm
ewipuniaq,calm
ewi'tatl,mention
ewi'tɨk,mention
ewjo'lajik,transport
ewjo'toqol,transport
ewkjipukua'si,trample
ewlamkwiet,become_peaked
ewlamsn,tornado
ewlamuksit,be_peaked
ewlapewit,have_a_sad_expression
ewla'qmuejit,idiot
ewle'jit,unfortunate
ewle'jk,poor
ewle'juaqn,poverty
ewle'juinu,poor_person
ewlemk,lie
ewlistuin,sakes
ewlkwijinkik,
ewnasa'sit,misconduct
ewnasiaq,gone_awry
ewnasiet,confused
ewnasimknajik,pick_up_in_a_disorganized_way
ewnasimknasit,gather_or_pick_up_in_a_disorganized_way
ewnasimknkl,pick_up_in_a disorganized_way
ewnasisink,lie_awkwardly
ewnaskwa'latl,make_dizzy
ewnaskwatpa'latl,confuse
ewnaskwatpetesink,dazed_from_a_fall
ewnaskwetesink,dizzy_caused_by_a_blow_or_fall
ewnaskwiet,dizzy
ewne'k,blue
ewniaq,turn_blue
ewsa'latl,shake
ewsa'toq,pretend_to_hit
ewsa'tuatl,make_threatening_motion
ewsimatl,joke
ewsinpat,feign_sleep
ewsitutk,show_off
ewskapek,twitch
ewtapilaqnei,wheel barrow
ewtayjo'tasimkewei,wheel barrow
ewtɨpa'sitl,sits_on
ewtɨpaskɨk,sit_on
ewtɨpaskuatl,sit_on
ewtɨpa'sualatl,sit_on_top_of
ewtɨpa'suatk,sit_on_top_of
e'ye,yes
eyk,present
froe,
heaves,
i'ali-kasiktaq,Hide and seek
iap tia'm,bull moose
iapjiw,forever
iapjiw,always
iapjiwowei,eternal
i'apskwi-te'tm,recall
iayya,sore
ika'i,arrive
ikalatl,protect
ika'latl,release
ikalk,protect
ika'q,arrive
ika't,arrive
ika'taqalatl,plant
ika'taqatk,plant
ika'taqewatl,sow_for
ika'taqn,field
ika'taquk,plant
ikatne'suinu,racer
ikatne'we'sm,racer
ika'toq,place
ikekkwet,fall_sick
I'kli'kwejuia'timk,Halloween
iknmakwemk,fortune
iknmamkewe'l,gifts
iknmuatl,give_to
iknmuetoq,give_away
ikte'm,yawn
ikto'sit,yawn
-iktuk,place of
ilaji'kewatl,prepare_for
ilaji'kewsit,get_ready
ilajit,get_ready
ilajuktɨk,prepare_for
ilajuktuatl,prepare_for
ilaju'latl,pack_for
ila'kwenan,steer
ila'kwenatl,steer_(by_head)
ila'kwenk,steer
ila'latl,adjust
ilamatl,sight
ilanqa'latl,fold
ilanqa'toq,fold
ilanqo'tasit,
ilapaqawey,repairing
ilapewnusit,groom
ilapskɨsmu'kwet,curl_up_and_go_to_sleep
ilaptɨk,look_over
ila'qite'key,forge
ila'si,heal
ila'sit,get_well
ila'skukutimk,card playing
ila'skw,playing_card
ila'skw,card
ila'skw,playing_card
ila'toq,adjust
ilisma'sit,change_position_(while_lying)
ilisqa'latl,make_limber
ilisqa'toq,put_back_in_place_(as_joint)
ilite'tm,think better of it
il'jo'qonatl,balance
iljoqte'k,
il'jo'qunk,balance
iljo'qwa'latl,put_right_side_up
iljo'qwa'toq,put_right_side_up
ilkopa'sit,change_position_while_sitting
ilkwija'latl,consoles
ilkwija'luksinew,atonement
ilkwi'tik,steer
ilkwi'tɨk,steer
illama'teket,breathe
iloqaptm,look at it
iloqomoqwa'latl,wrap_(as_gift)
iloqomoqwa'taqn,wrapping_paper
iloqomoqwa'toq,wrap_(as_gift)
iloqwa'latl,reposition_lengthwise
iloqwa'toq,reposition_lengthwise
ilpilatl,provide_clothing_for
ilpilk,retie_properly
ilpilsit,get_properly_dressed
ilpukua'sit,stand_into_position
ilsaqa'toq,cock_(gun)
ilsaqa'tu,cock a gun for firing
ilsumatl,sentence
ilsutaqn,trial
ilsuteket,give_orders
ilsutk,judge
ilta'latl,shut
iltaqalatl,hitch_up_(horse)
iltaqanatl,guide_or_direct_(horse)_by_reins
iltaqiey,heal
iltaqne'walatl,prepare
iltaqne'watk,prepare
ilta'toq,shut
ilta'tu,close
ilteket,shut_quickly
iltijieket,slam_shut
inaqn,right_side
inaqnmit,right·handed
i'nes,probably
in'klan,England
i'patkwiaq,
isei,half
istaqoqe'j,cardinal
istua'latl,set_crooked
istua'toq,do_or_make_crooked
istue'k,different
istuikata't,have_clubfoot
istuikit,crooked
istuo'ti,diversity
istu'pit,sit_crooked
istu'satl,cut_crookedly
istu'sɨk,cut_crookedly
istu'tek,set_crooked
istu'·napui'katl,take_crooked_picture
istu·napui'kɨk,take_crooked_picture
ɨtkatikn,pike
i'wask,lightning heat
jajikamuksit,look_healthy
jajike'k,
jajikoqpit,sit_alongside
jajikoqtek,lie_alongside
jajikpit,alongside
jajiktek,alongside
jajiktuk,at_the_edge
jakej,lobster
jakejue'ket,trap_lobsters
jakeju'patl,clean_out
jakwek,sound_loud
jakwen,talk too loud
jakwet,sound_loud
jampo'qiet,sommersalt
japikwet,
japikwetuatl,wink
japikwetuet,winks
jaqala'latl,rush
jaqala'sit,rush
jaqala'toq,do_fast
jaqale'k,quick
jaqali-,quickly
jaqalipiasatl,dry_quickly_(clothing)
jaqalipiask,dry_quickly_(clothing)
jaqalipnet,illness_progresses_quickly
jaqali'sit,fast-speaker
jaqalta'tl,"finish_off_fast_(in_boxing,_game_or_cards)"
jaqalte'k,earn_quickly
jaqje'ita'tl,knock_down_to_stoop_position
jaqje'ite'k,knock_to_stoop_position
jaqli-,fast
jaqpije'ite'k,slap
ja'tipe'ki,chewing tobacco
jawa'tat,use_snuff
ja'wei,chewing_tobacco
je'k,jack_(in_cards)
jekalatkwek,waves
je'kit,jacket
jel,also
jenlokiaq,snow has stopped
jenpit,sit_quietly
jentek,quiet
jentestat,distillation
jenu,giant
jesmuit,calve
je_mu,not_even
je_tlia',even_so!
jibaskqw,flute
jijawej,peeper frog
jijikes,chickadee
jijikulqek,narrow_in_depth_(of_canoe)
jijikwate'j,sand_piper
jijikwe'jit,narrow
jijikwe'jk,narrow
jijiwa'qiaq,rusty
jijiwa'qiet,rusty
jijjawiknej,raisin
jijjema't,smell_bad
jijkluewj,sheep
jijkluewji'j,lamb
jijklue'wjuapi,wool
jijkluewjuapiei,woolen_material
jijuaqa,isuddenly
jijuejk,bell
jijuejkɨji'j,small_bell
ji'ju'kwan,blackhead
Jijukwe'ji'squnat,narrow ridge on your nose
jikajiet,irritable
jikalukk,paddle_alone_or_singlehandedly
ji'kaqite'k,scrape scales
ji'kata'tl,hew
ji'kataw,dressed_wood
ji'kate'k,blaze
ji'kate'ket,blaze
jikawepit,inactive
jikawetek,inactive
jikeyaq,submit
jikijij,conch
jikijij,snail
jikiputaqn,rake
jikistaqnat,listen_attentively
jikkɨputeket,rake
jiklumukwaqn,rocking chair
jikmit,growl
jikmuktɨk,growl_at
jikmuktuatl,growl_at
jikni'ket,root_(as_pig)
jikoqs,chaga
jikpatl,eat_all
jikpusit,spend_until_broke
jiksɨtk,listen
jiksɨtmakwet,approach_and_listen
jiksɨtuatl,listen_to
jiktaqam,smooth_out
jiktaqawet,smooth_sheens_(for_basketry)
jiktek,calm
jiktɨk,eat_all_of
jikulumteskm,rock with your foot
ji'kuteket,daydream
jikutli'ke'j,kingfisher
jikwapa'n,tide
jila'kipulatl,mark_(with_a_saw)
jila'kittoq,mark_with_a_saw
jilapa'latl,make_scratch_marks
jilapaqta'tl,make_a_mark
jilapaqte'k,make_a_mark_on
jilapa'tekek,makes_scratch_marks
jilapa'teket,make_scratch_marks
jilapa'toq,makes scratch marks
jilapskɨte'k,scrape_off_protuberance
jilaptoq,make_footprints
jilaqami'k,make_snowshoe_tracks
jila'qusk,dimple
jile'k,injured
jilinetesk,flaw
jiloqsa'tl,blaze_(with_knife)
jiloqsɨk,blaze_(with_knife)
jiloqta'tl,blaze_(with_axe)
jiloqte'k,blaze_(with_axe)
jilpit,leave_an_impression
jilqamikietaq,tracks
jilsatl,nick_with_a_knife
jilsawet,mark_with_a_knife
jilsɨk,nick_(with_knife)
jilta'sɨk,marked_(from a strike)
jilta'sit,marked_(from_a_strike)
jilta'tl,make_a_mark(by_striking)
jiltek,leaves_an_impression
jilte'k,mark_or_scar_on_it_(by_beating_or_hitting)
ji'matk,paddle
ji'met,row
jimpaqawalaq,
jimpekenatl,wring_out
jimpeknewet,milk_(cow)
jimpeknk,wring_out
jinkɨja'latl,squeeze
jinkɨja'toq,squeeze
ji'nm,man
ji'nmji'j,young_man
ji'nmji'ju'et,become_a_young_man
ji'nmue'sm,man_chaser
ji'nmuiey,punerty
ji'nmuit,is_a_man
ji'nmu'qamiksit,act_like_a_man
jinpaqikn,cider press
jinpaqtami,drink alcohol
jinpaqteskm,press down with your feet
jinpaqtik,suck it out
jinpaquala'q,drops
jinpaquntesk,drop of water
jinpeknawey,milk a cow
jioqjimusia'qamikt,maple_grove
jioqsimusi,rock_maple_tree
jioqsimusiapu,maple_syrup
jipalatl,fear
jipalueju'et,paranoid or unreasonable fear
jipaluet,fearful
jipaqa'latl,frighten
jipaqjewei,nicotine
jipasit,afraid
jipatk,fear
jipijka'm,horned_serpent
jipjawej,robin
jipji'j,bird
jipji'ju'kisutnat,have_voice_like_bird
jipkuatl,make_uneasy
jipsunji'j,gnat
jiptuk,maybe
jipu'ji'j,brook
jitnaqi'knei,clothing_iron
jitna't,sniffing the air
jitoqasik,brace
jki'n,well!
joqjimusi,rock_maple_tree
joqjimusi-apu,maple_syrup
joqlem,lump
joqolem,cyst
jujij,insect
juji'ji'j,small_insect
ju'ji'jo'kuom,blotch on your skin
juku'ie,come on over to me
juli'jewe'l,rice
juski,crotch
kajjamu'k,of_mixed_colors
kajjamuksit,(ugly)_unpleasant_color
kajkapeto'ken,scrape
kajue'wji'j,kitten
ka'juimajkl,water cress
kakakejk,brittle
kakayoq,chalk
kakayoq-apu,chalky water
kake'k,rough
kakik,brittle
kakikit,prickly
kakknawei,cookie
kakknawe'ji'jl,cookies
kakknawe'l,cookies
ka'knawa'ki,Caughnawaga
kakwetk,half_frozen
ka'kwetk,half_frozen
ka'l,"one_quarter_(of_time,_etc.)"
kalali',Galilee
kalawaq,diamond_card
kale'mewit,observe_lent
kale'mewumk,Lent
kaliolk,sleigh
kalkie,quarter_(coin)
kalkunawei,hard_cookie
kalkwasukwey,sea
Kalla'ink,"New_Carlisle,_QC"
kalqwasiet,sunset
kalu'sewey,carpenter
kalu'sewit,carpenter
kamlamit,breathe
kamlamutm,breathe on it
kamso'q,"Canso,_NS"
Kanata,Canada
kanaties,Canadian
kanatie'si's,young_Canadian_male
kanatiesui'skw,Canadian_woman
kanatiesui'skwe'j,young_Canadian_female
kani'skmatek,smell of burning wood
kantakenuejit,baboon
kantakwej,negro
kapaqsa'tekey,haphazardly
kapaqse'k,promiscuous
kapaqsi-,haphazardly
kapaqsi-wi'kikey,scrawl
kapaqtejkumusi,gooseberry_bush
kapaqtejk\l,gooseberry
kapi'j,halloweener
kapɨjaq_al'ta'tij,Halloween
kapiten,captain
kaplno'l,governor
kapskw,waterfalls
kapu'tewei,chief's coat
ka'qakuju'man,teaberry
kaqalamiet,out_of_breath
kaqalamit,stop_breathing
kaqa'latl,complete
kaqalukwet,finished_working
kaqama'sɨk,stands_up
kaqama'sit,stand_up
kaqamik,stand
kaqamit,stand
kaqamklek,finished_burning
kaqamklet,finished_burning
